Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000117632	STMN1	-7.046	0.281
ENSG00000175970	UNC119B	-4.294	0.281
ENSG00000123144	C19orf43	-5.572	0.280
ENSG00000158864	NDUFS2	-8.064	0.280
ENSG00000120697	ALG5	-4.966	0.280
ENSG00000112110	MRPL18	-6.975	0.280
ENSG00000106683	LIMK1	-4.162	0.280
ENSG00000143314	MRPL24	-6.960	0.279
ENSG00000130332	LSM7	-4.787	0.279
ENSG00000159596	TMEM69	-2.889	0.279
ENSG00000165732	DDX21	-6.819	0.279
ENSG00000174684	B4GAT1	-2.199	0.278
ENSG00000184209	SNRNP35	-2.086	0.278
ENSG00000123562	MORF4L2	-6.399	0.277
ENSG00000232112	TMA7	-5.142	0.277
ENSG00000117410	ATP6V0B	-5.091	0.277
ENSG00000108582	CPD	-3.606	0.277
ENSG00000141994	DUS3L	-3.476	0.277
ENSG00000105583	WDR83OS	-6.510	0.277
ENSG00000158773	USF1	-4.785	0.277
ENSG00000169139	UBE2V2	-5.678	0.276
ENSG00000025772	TOMM34	-5.504	0.276
ENSG00000165609	NUDT5	-5.898	0.276
ENSG00000102241	HTATSF1	-5.217	0.276
ENSG00000131269	ABCB7	-4.523	0.276
ENSG00000188112	C6orf132	-2.106	0.276
ENSG00000066855	MTFR1	-3.750	0.276
ENSG00000131238	PPT1	-4.858	0.275
ENSG00000029725	RABEP1	-6.009	0.275
ENSG00000204525	HLA-C	-5.544	0.275
ENSG00000156261	CCT8	-6.025	0.275
ENSG00000112640	PPP2R5D	-5.626	0.274
ENSG00000084764	MAPRE3	-2.093	0.274
ENSG00000136463	TACO1	-2.155	0.274
ENSG00000178982	EIF3K	-5.203	0.274
ENSG00000180902	D2HGDH	-2.462	0.274
ENSG00000126768	TIMM17B	-3.508	0.274
ENSG00000100804	PSMB5	-5.453	0.274
ENSG00000111358	GTF2H3	-3.444	0.273
ENSG00000141279	NPEPPS	-4.764	0.273
ENSG00000185591	SP1	-5.794	0.273
ENSG00000137168	PPIL1	-4.226	0.272
ENSG00000120509	PDZD11	-2.263	0.272
ENSG00000197343	ZNF655	-4.380	0.271
ENSG00000133835	HSD17B4	-6.821	0.271
ENSG00000140395	WDR61	-5.272	0.271
ENSG00000012963	UBR7	-2.367	0.271
ENSG00000006744	ELAC2	-6.289	0.270
ENSG00000133997	MED6	-2.334	0.270
ENSG00000037897	METTL1	-2.462	0.270
ENSG00000006695	COX10	-2.927	0.270
ENSG00000124226	RNF114	-6.391	0.269
ENSG00000088448	ANKRD10	-4.508	0.268
ENSG00000100445	SDR39U1	-3.035	0.268
ENSG00000092208	GEMIN2	-1.822	0.268
ENSG00000104907	TRMT1	-6.182	0.268
ENSG00000089289	IGBP1	-6.151	0.268
ENSG00000114395	CYB561D2	-1.951	0.267
ENSG00000169926	KLF13	-4.894	0.267
ENSG00000132294	EFR3A	-5.359	0.267
ENSG00000103356	EARS2	-5.296	0.267
ENSG00000188529	SRSF10	-6.063	0.267
ENSG00000182899	RPL35A	-5.095	0.267
ENSG00000188191	PRKAR1B	-2.888	0.267
ENSG00000198836	OPA1	-5.836	0.267
ENSG00000054267	ARID4B	-4.904	0.267
ENSG00000148308	GTF3C5	-5.751	0.267
ENSG00000156482	RPL30	-4.799	0.267
ENSG00000198668	CALM1	-7.063	0.266
ENSG00000148229	POLE3	-5.400	0.266
ENSG00000169136	ATF5	-4.963	0.266
ENSG00000060688	SNRNP40	-3.849	0.266
ENSG00000233762	AC007969.5	-2.518	0.266
ENSG00000087995	METTL2A	-1.833	0.266
ENSG00000243199	RP11-408P14.1	-2.728	0.266
ENSG00000029993	HMGB3	-3.667	0.265
ENSG00000177954	RPS27	-4.173	0.265
ENSG00000064726	BTBD1	-4.406	0.265
ENSG00000049167	ERCC8	-1.732	0.264
ENSG00000158526	TSR2	-2.911	0.264
ENSG00000059573	ALDH18A1	-6.592	0.264
ENSG00000175110	MRPS22	-3.612	0.263
ENSG00000171863	RPS7	-4.117	0.263
ENSG00000092199	HNRNPC	-7.057	0.263
ENSG00000170734	POLH	-3.451	0.262
ENSG00000168653	NDUFS5	-4.625	0.262
ENSG00000158769	F11R	-6.491	0.262
ENSG00000141030	COPS3	-5.816	0.262
ENSG00000196510	ANAPC7	-3.786	0.262
ENSG00000170633	RNF34	-2.878	0.261
ENSG00000108651	UTP6	-4.979	0.261
ENSG00000214194	LINC00998	-2.751	0.261
ENSG00000155115	GTF3C6	-3.780	0.261
ENSG00000086102	NFX1	-5.640	0.261
ENSG00000136261	BZW2	-6.588	0.261
ENSG00000169020	ATP5I	-3.481	0.260
ENSG00000141002	TCF25	-6.414	0.260
ENSG00000066926	FECH	-2.709	0.260
ENSG00000215030	RPL13P12	-1.807	0.260
ENSG00000189266	PNRC2	-6.046	0.260
ENSG00000124207	CSE1L	-5.908	0.260
ENSG00000069248	NUP133	-6.460	0.260
ENSG00000103245	NARFL	-4.149	0.259
ENSG00000099385	BCL7C	-3.724	0.259
ENSG00000107672	NSMCE4A	-1.758	0.259
ENSG00000087842	PIR	-3.074	0.259
ENSG00000136770	DNAJC1	-4.120	0.259
ENSG00000126457	PRMT1	-6.571	0.259
ENSG00000116750	UCHL5	-4.297	0.258
ENSG00000164117	FBXO8	-1.592	0.258
ENSG00000125445	MRPS7	-4.015	0.258
ENSG00000107281	NPDC1	-3.334	0.257
ENSG00000115875	SRSF7	-6.651	0.257
ENSG00000218227	RP11-889L3.1	-1.873	0.257
ENSG00000106615	RHEB	-3.632	0.257
ENSG00000100029	PES1	-5.616	0.257
ENSG00000124659	TBCC	-2.477	0.257
ENSG00000138074	SLC5A6	-2.601	0.256
ENSG00000145919	BOD1	-4.772	0.256
ENSG00000167565	SERTAD3	-2.846	0.256
ENSG00000170759	KIF5B	-6.237	0.256
ENSG00000179604	CDC42EP4	-3.777	0.256
ENSG00000101843	PSMD10	-3.151	0.256
ENSG00000168944	CEP120	-3.072	0.255
ENSG00000002919	SNX11	-2.203	0.255
ENSG00000130255	RPL36	-3.666	0.255
ENSG00000124614	RPS10	-3.627	0.255
ENSG00000142541	RPL13A	-4.191	0.255
ENSG00000160813	PPP1R35	-2.205	0.255
ENSG00000165271	NOL6	-4.166	0.254
ENSG00000183527	PSMG1	-3.584	0.254
ENSG00000164182	NDUFAF2	-4.137	0.254
ENSG00000108848	LUC7L3	-5.430	0.254
ENSG00000234851	RPL23AP42	-3.556	0.254
ENSG00000241468	ATP5J2	-4.459	0.254
ENSG00000166347	CYB5A	-2.668	0.254
ENSG00000141985	SH3GL1	-5.924	0.253
ENSG00000146072	TNFRSF21	-3.609	0.253
ENSG00000085721	RRN3	-4.876	0.253
ENSG00000071082	RPL31	-3.893	0.253
ENSG00000108559	NUP88	-3.847	0.252
ENSG00000179950	PUF60	-5.555	0.252
ENSG00000205302	SNX2	-4.773	0.252
ENSG00000117133	RPF1	-2.252	0.252
ENSG00000143889	HNRNPLL	-2.050	0.252
ENSG00000242071	RPL7AP6	-2.261	0.252
ENSG00000103876	FAH	-3.215	0.252
ENSG00000170881	RNF139	-2.834	0.251
ENSG00000172270	BSG	-5.574	0.250
ENSG00000105429	MEGF8	-2.057	0.250
ENSG00000168101	NUDT16L1	-1.947	0.250
ENSG00000115268	RPS15	-3.416	0.249
ENSG00000197451	HNRNPAB	-6.618	0.249
ENSG00000159079	C21orf59	-1.875	0.249
ENSG00000131143	COX4I1	-4.891	0.249
ENSG00000110367	DDX6	-5.901	0.248
ENSG00000165487	MICU2	-3.050	0.248
ENSG00000167085	PHB	-5.051	0.248
ENSG00000006757	PNPLA4	-2.902	0.248
ENSG00000178127	NDUFV2	-1.810	0.248
ENSG00000176087	SLC35A4	-5.248	0.248
ENSG00000146463	ZMYM4	-5.182	0.248
ENSG00000116288	PARK7	-4.817	0.247
ENSG00000164050	PLXNB1	-2.558	0.247
ENSG00000165733	BMS1	-6.104	0.247
ENSG00000257218	GATC	-3.462	0.247
ENSG00000159445	THEM4	-2.623	0.246
ENSG00000140632	GLYR1	-5.352	0.246
ENSG00000138381	ASNSD1	-2.910	0.246
ENSG00000112118	MCM3	-4.660	0.246
ENSG00000122566	HNRNPA2B1	-6.268	0.246
ENSG00000100335	MIEF1	-4.248	0.245
ENSG00000173801	JUP	-5.066	0.245
ENSG00000163682	RPL9	-3.908	0.245
ENSG00000116560	SFPQ	-5.588	0.245
ENSG00000085415	SEH1L	-5.443	0.245
ENSG00000104131	EIF3J	-4.874	0.245
ENSG00000134014	ELP3	-4.130	0.244
ENSG00000174444	RPL4	-4.706	0.244
ENSG00000003056	M6PR	-5.753	0.244
ENSG00000226950	DANCR	-4.187	0.244
ENSG00000166886	NAB2	-3.926	0.244
ENSG00000078618	NRDC	-5.349	0.244
ENSG00000136156	ITM2B	-5.543	0.244
ENSG00000144034	TPRKB	-1.562	0.243
ENSG00000214114	MYCBP	-1.719	0.243
ENSG00000142230	SAE1	-6.076	0.243
ENSG00000089220	PEBP1	-5.793	0.243
ENSG00000031698	SARS	-5.107	0.243
ENSG00000235552	RPL6P27	-3.247	0.243
ENSG00000129691	ASH2L	-3.955	0.243
ENSG00000055147	FAM114A2	-2.380	0.242
ENSG00000177733	HNRNPA0	-4.516	0.242
ENSG00000131828	PDHA1	-5.829	0.242
ENSG00000186010	NDUFA13	-3.210	0.242
ENSG00000261236	BOP1	-5.236	0.241
ENSG00000198242	RPL23A	-3.496	0.241
ENSG00000164284	GRPEL2	-2.368	0.241
ENSG00000111144	LTA4H	-5.556	0.240
ENSG00000136937	NCBP1	-3.386	0.240
ENSG00000146223	RPL7L1	-5.074	0.240
ENSG00000115685	PPP1R7	-3.733	0.240
ENSG00000010278	CD9	-5.734	0.239
ENSG00000226415	TPI1P1	-2.498	0.239
ENSG00000146066	HIGD2A	-4.001	0.239
ENSG00000120533	ENY2	-4.184	0.239
ENSG00000162813	BPNT1	-5.326	0.239
ENSG00000167900	TK1	-1.587	0.239
ENSG00000112996	MRPS30	-3.048	0.238
ENSG00000156697	UTP14A	-4.342	0.238
ENSG00000153187	HNRNPU	-5.351	0.238
ENSG00000105677	TMEM147	-4.792	0.238
ENSG00000134717	BTF3L4	-2.145	0.238
ENSG00000129460	NGDN	-3.094	0.238
ENSG00000067596	DHX8	-4.111	0.237
ENSG00000100575	TIMM9	-3.450	0.237
ENSG00000163660	CCNL1	-3.468	0.237
ENSG00000087269	NOP14	-5.513	0.237
ENSG00000100416	TRMU	-2.637	0.237
ENSG00000111667	USP5	-4.892	0.237
ENSG00000169189	NSMCE1	-4.009	0.237
ENSG00000166272	WBP1L	-2.644	0.237
ENSG00000257727	CNPY2	-2.298	0.236
ENSG00000114021	NIT2	-4.652	0.236
ENSG00000108861	DUSP3	-4.001	0.236
ENSG00000126749	EMG1	-2.521	0.236
ENSG00000172775	FAM192A	-3.663	0.236
ENSG00000186847	KRT14	-4.394	0.236
ENSG00000122565	CBX3	-4.810	0.236
ENSG00000106399	RPA3	-1.993	0.236
ENSG00000213995	NAXD	-3.686	0.235
ENSG00000174547	MRPL11	-3.641	0.235
ENSG00000153561	RMND5A	-2.596	0.235
ENSG00000032389	TSSC1	-2.896	0.235
ENSG00000117592	PRDX6	-5.607	0.235
ENSG00000125686	MED1	-3.064	0.235
ENSG00000114650	SCAP	-3.316	0.234
ENSG00000103091	WDR59	-2.738	0.234
ENSG00000106305	AIMP2	-5.126	0.234
ENSG00000117906	RCN2	-2.636	0.234
ENSG00000197170	PSMD12	-3.153	0.234
ENSG00000277791	PSMB3	-4.094	0.234
ENSG00000127527	EPS15L1	-2.560	0.233
ENSG00000140382	HMG20A	-3.239	0.233
ENSG00000115446	UNC50	-1.979	0.233
ENSG00000100304	TTLL12	-4.802	0.233
ENSG00000143947	RPS27A	-4.154	0.233
ENSG00000153107	ANAPC1	-2.832	0.233
ENSG00000140983	RHOT2	-3.506	0.233
ENSG00000119421	NDUFA8	-4.125	0.233
ENSG00000106261	ZKSCAN1	-2.596	0.232
ENSG00000197386	HTT	-2.131	0.232
ENSG00000148843	PDCD11	-4.042	0.232
ENSG00000164338	UTP15	-2.435	0.231
ENSG00000119471	HSDL2	-2.423	0.231
ENSG00000196715	VKORC1L1	-3.462	0.231
ENSG00000153207	AHCTF1	-3.796	0.231
ENSG00000163512	AZI2	-3.555	0.231
ENSG00000137054	POLR1E	-4.648	0.231
ENSG00000155906	RMND1	-2.115	0.231
ENSG00000143390	RFX5	-3.517	0.231
ENSG00000165819	METTL3	-2.833	0.230
ENSG00000004455	AK2	-4.491	0.230
ENSG00000088205	DDX18	-4.712	0.230
ENSG00000047410	TPR	-3.813	0.230
ENSG00000005810	MYCBP2	-2.414	0.230
ENSG00000178952	TUFM	-4.981	0.230
ENSG00000119977	TCTN3	-4.090	0.230
ENSG00000214706	IFRD2	-4.404	0.229
ENSG00000214113	LYRM4	-2.814	0.229
ENSG00000117362	APH1A	-5.702	0.229
ENSG00000263465	SRSF8	-3.757	0.229
ENSG00000161204	ABCF3	-3.953	0.229
ENSG00000182180	MRPS16	-4.137	0.228
ENSG00000140988	RPS2	-3.140	0.228
ENSG00000099800	TIMM13	-4.526	0.228
ENSG00000070961	ATP2B1	-3.044	0.228
ENSG00000278845	MRPL45	-4.696	0.228
ENSG00000244005	NFS1	-2.832	0.228
ENSG00000169251	NMD3	-3.506	0.228
ENSG00000143771	CNIH4	-4.259	0.228
ENSG00000142937	RPS8	-3.393	0.228
ENSG00000143793	C1orf35	-2.334	0.227
ENSG00000089195	TRMT6	-4.555	0.227
ENSG00000052749	RRP12	-3.049	0.227
ENSG00000170903	MSANTD4	-2.083	0.227
ENSG00000141959	PFKL	-4.977	0.227
ENSG00000180879	SSR4	-3.470	0.227
ENSG00000198721	ECI2	-3.465	0.227
ENSG00000104522	TSTA3	-4.353	0.227
ENSG00000134851	TMEM165	-4.678	0.226
ENSG00000075188	NUP37	-2.792	0.226
ENSG00000143977	SNRPG	-3.502	0.226
ENSG00000163938	GNL3	-4.790	0.226
ENSG00000173207	CKS1B	-2.969	0.226
ENSG00000122482	ZNF644	-2.155	0.226
ENSG00000089009	RPL6	-3.661	0.226
ENSG00000107223	EDF1	-3.890	0.225
ENSG00000136933	RABEPK	-3.288	0.225
ENSG00000114388	NPRL2	-2.405	0.225
ENSG00000143569	UBAP2L	-4.745	0.224
ENSG00000166197	NOLC1	-4.683	0.224
ENSG00000067334	DNTTIP2	-3.546	0.224
ENSG00000113851	CRBN	-2.138	0.224
ENSG00000122965	RBM19	-2.079	0.224
ENSG00000108055	SMC3	-3.845	0.223
ENSG00000109046	WSB1	-2.491	0.223
ENSG00000102910	LONP2	-3.629	0.223
ENSG00000171222	SCAND1	-1.705	0.222
ENSG00000108829	LRRC59	-4.530	0.222
ENSG00000112130	RNF8	-2.825	0.222
ENSG00000119682	AREL1	-1.917	0.222
ENSG00000134153	EMC7	-3.507	0.222
ENSG00000143486	EIF2D	-4.346	0.222
ENSG00000198563	DDX39B	-3.124	0.221
ENSG00000100324	TAB1	-2.875	0.221
ENSG00000156928	MALSU1	-2.736	0.221
ENSG00000126777	KTN1	-4.118	0.221
ENSG00000119559	C19orf25	-2.032	0.221
ENSG00000151779	NBAS	-3.628	0.221
ENSG00000114902	SPCS1	-3.631	0.221
ENSG00000072682	P4HA2	-4.889	0.221
ENSG00000101782	RIOK3	-4.214	0.221
ENSG00000160710	ADAR	-3.808	0.220
ENSG00000182307	C8orf33	-4.722	0.220
ENSG00000136146	MED4	-2.853	0.220
ENSG00000163001	CFAP36	-2.243	0.220
ENSG00000198715	GLMP	-2.328	0.220
ENSG00000167526	RPL13	-2.517	0.219
ENSG00000264230	ANXA8L1	-4.394	0.219
ENSG00000164022	AIMP1	-3.013	0.219
ENSG00000132669	RIN2	-4.053	0.219
ENSG00000166200	COPS2	-2.817	0.219
ENSG00000138078	PREPL	-2.269	0.218
ENSG00000084092	NOA1	-3.393	0.218
ENSG00000283041	RP11-371A22.1	-4.099	0.218
ENSG00000164096	C4orf3	-4.329	0.218
ENSG00000123136	DDX39A	-4.036	0.218
ENSG00000013441	CLK1	-3.137	0.217
ENSG00000196182	STK40	-2.721	0.217
ENSG00000188976	NOC2L	-4.611	0.217
ENSG00000171208	NETO2	-2.593	0.217
ENSG00000111716	LDHB	-4.588	0.217
ENSG00000109606	DHX15	-4.286	0.217
ENSG00000164040	PGRMC2	-2.819	0.217
ENSG00000204628	RACK1	-3.860	0.216
ENSG00000104763	ASAH1	-3.761	0.216
ENSG00000136478	TEX2	-4.350	0.216
ENSG00000165861	ZFYVE1	-1.982	0.216
ENSG00000110108	TMEM109	-4.599	0.216
ENSG00000161011	SQSTM1	-3.978	0.216
ENSG00000007047	MARK4	-2.223	0.215
ENSG00000076242	MLH1	-2.286	0.215
ENSG00000136021	SCYL2	-2.028	0.215
ENSG00000047315	POLR2B	-3.712	0.215
ENSG00000137288	UQCC2	-2.337	0.215
ENSG00000160746	ANO10	-2.077	0.214
ENSG00000147224	PRPS1	-2.847	0.214
ENSG00000116752	BCAS2	-1.547	0.214
ENSG00000240972	MIF	-1.739	0.213
ENSG00000163681	SLMAP	-2.783	0.213
ENSG00000117448	AKR1A1	-3.012	0.213
ENSG00000170889	RPS9	-3.287	0.213
ENSG00000187164	SHTN1	-1.783	0.213
ENSG00000087191	PSMC5	-3.937	0.213
ENSG00000104332	SFRP1	-4.077	0.213
ENSG00000117222	RBBP5	-2.306	0.213
ENSG00000177352	CCDC71	-1.588	0.213
ENSG00000196305	IARS	-3.813	0.213
ENSG00000124767	GLO1	-3.979	0.212
ENSG00000116863	ADPRHL2	-1.676	0.212
ENSG00000182197	EXT1	-3.004	0.212
ENSG00000163882	POLR2H	-4.110	0.212
ENSG00000137154	RPS6	-2.910	0.211
ENSG00000105197	TIMM50	-3.547	0.211
ENSG00000171155	C1GALT1C1	-1.645	0.210
ENSG00000253729	PRKDC	-1.583	0.210
ENSG00000096401	CDC5L	-3.729	0.210
ENSG00000100836	PABPN1	-3.798	0.209
ENSG00000167447	SMG8	-2.278	0.209
ENSG00000161920	MED11	-1.842	0.209
ENSG00000140545	MFGE8	-3.333	0.209
ENSG00000005302	MSL3	-1.559	0.209
ENSG00000163528	CHCHD4	-2.243	0.209
ENSG00000119760	SUPT7L	-2.040	0.209
ENSG00000117625	RCOR3	-2.205	0.208
ENSG00000126067	PSMB2	-4.027	0.208
ENSG00000237550	RPL9P9	-2.508	0.208
ENSG00000181852	RNF41	-3.038	0.208
ENSG00000102805	CLN5	-1.553	0.207
ENSG00000023287	RB1CC1	-2.192	0.207
ENSG00000102804	TSC22D1	-2.615	0.207
ENSG00000095261	PSMD5	-2.408	0.206
ENSG00000197858	GPAA1	-3.656	0.206
ENSG00000125901	MRPS26	-2.821	0.206
ENSG00000111669	TPI1	-4.010	0.206
ENSG00000149483	TMEM138	-2.279	0.206
ENSG00000165264	NDUFB6	-1.853	0.206
ENSG00000169093	ASMTL	-2.515	0.206
ENSG00000169045	HNRNPH1	-4.013	0.206
ENSG00000124535	WRNIP1	-3.095	0.206
ENSG00000109084	TMEM97	-2.159	0.206
ENSG00000172301	COPRS	-2.148	0.205
ENSG00000108773	KAT2A	-2.850	0.205
ENSG00000184916	JAG2	-2.545	0.205
ENSG00000113312	TTC1	-3.443	0.204
ENSG00000164609	SLU7	-3.632	0.204
ENSG00000134308	YWHAQ	-4.024	0.204
ENSG00000171792	RHNO1	-1.850	0.204
ENSG00000161057	PSMC2	-3.849	0.204
ENSG00000169230	PRELID1	-4.387	0.204
ENSG00000133704	IPO8	-1.596	0.204
ENSG00000106153	CHCHD2	-3.121	0.203
ENSG00000166226	CCT2	-3.714	0.203
ENSG00000213619	NDUFS3	-3.228	0.203
ENSG00000230989	HSBP1	-3.941	0.203
ENSG00000113658	SMAD5	-3.871	0.203
ENSG00000132305	IMMT	-4.404	0.203
ENSG00000101224	CDC25B	-3.258	0.202
ENSG00000116221	MRPL37	-3.950	0.202
ENSG00000113460	BRIX1	-2.385	0.202
ENSG00000167881	SRP68	-4.307	0.202
ENSG00000143252	SDHC	-3.774	0.202
ENSG00000196923	PDLIM7	-1.607	0.201
ENSG00000110435	PDHX	-2.348	0.201
ENSG00000157837	SPPL3	-2.271	0.201
ENSG00000138413	IDH1	-3.424	0.200
ENSG00000167695	FAM57A	-3.266	0.200
ENSG00000213741	RPS29	-2.271	0.200
ENSG00000136270	TBRG4	-4.142	0.199
ENSG00000143363	PRUNE1	-2.371	0.199
ENSG00000115548	KDM3A	-2.075	0.199
ENSG00000164751	PEX2	-2.292	0.199
ENSG00000181610	MRPS23	-2.477	0.199
ENSG00000122687	MRM2	-2.587	0.198
ENSG00000182544	MFSD5	-2.300	0.198
ENSG00000106009	BRAT1	-3.597	0.198
ENSG00000130734	ATG4D	-1.696	0.197
ENSG00000105053	VRK3	-1.593	0.197
ENSG00000088356	PDRG1	-1.934	0.197
ENSG00000183431	SF3A3	-3.878	0.197
ENSG00000138385	SSB	-2.834	0.197
ENSG00000227615	RP11-864N7.2	-1.753	0.197
ENSG00000167700	MFSD3	-1.773	0.197
ENSG00000039068	CDH1	-1.823	0.197
ENSG00000108424	KPNB1	-4.042	0.196
ENSG00000134504	KCTD1	-2.933	0.196
ENSG00000198954	KIF1BP	-1.704	0.196
ENSG00000122126	OCRL	-2.465	0.196
ENSG00000171490	RSL1D1	-3.713	0.196
ENSG00000073111	MCM2	-2.036	0.195
ENSG00000167721	TSR1	-3.473	0.195
ENSG00000173473	SMARCC1	-3.174	0.195
ENSG00000102103	PQBP1	-2.689	0.195
ENSG00000148300	REXO4	-2.802	0.195
ENSG00000163320	CGGBP1	-2.244	0.195
ENSG00000167196	FBXO22	-2.525	0.194
ENSG00000242125	SNHG3	-1.707	0.194
ENSG00000171530	TBCA	-3.491	0.194
ENSG00000172663	TMEM134	-1.885	0.194
ENSG00000144741	SLC25A26	-1.988	0.194
ENSG00000187713	TMEM203	-1.834	0.194
ENSG00000144659	SLC25A38	-2.044	0.194
ENSG00000165792	METTL17	-2.470	0.194
ENSG00000146085	MUT	-1.890	0.193
ENSG00000125352	RNF113A	-1.640	0.193
ENSG00000008952	SEC62	-3.138	0.193
ENSG00000117481	NSUN4	-1.823	0.193
ENSG00000138660	AP1AR	-1.590	0.193
ENSG00000104872	PIH1D1	-2.357	0.193
ENSG00000120029	C10orf76	-1.949	0.193
ENSG00000070413	DGCR2	-2.713	0.192
ENSG00000159792	PSKH1	-1.816	0.192
ENSG00000058804	NDC1	-1.887	0.192
ENSG00000229638	RPL4P4	-2.029	0.192
ENSG00000172590	MRPL52	-1.771	0.191
ENSG00000100911	PSME2	-2.068	0.191
ENSG00000175792	RUVBL1	-3.657	0.191
ENSG00000138442	WDR12	-3.013	0.190
ENSG00000123179	EBPL	-3.300	0.190
ENSG00000148303	RPL7A	-2.927	0.190
ENSG00000165494	PCF11	-2.375	0.190
ENSG00000117395	EBNA1BP2	-3.074	0.190
ENSG00000149418	ST14	-1.571	0.190
ENSG00000174177	CTU2	-1.601	0.190
ENSG00000175193	PARL	-2.229	0.189
ENSG00000116539	ASH1L	-2.121	0.189
ENSG00000105202	FBL	-3.245	0.189
ENSG00000136718	IMP4	-3.832	0.189
ENSG00000067248	DHX29	-1.943	0.189
ENSG00000132323	ILKAP	-1.647	0.188
ENSG00000125676	THOC2	-2.529	0.188
ENSG00000055917	PUM2	-2.873	0.188
ENSG00000121766	ZCCHC17	-1.861	0.188
ENSG00000085433	WDR47	-1.596	0.188
ENSG00000146007	ZMAT2	-3.457	0.188
ENSG00000167136	ENDOG	-1.553	0.188
ENSG00000112695	COX7A2	-2.288	0.188
ENSG00000142686	C1orf216	-1.559	0.187
ENSG00000130826	DKC1	-3.489	0.187
ENSG00000100280	AP1B1	-2.741	0.187
ENSG00000136485	DCAF7	-3.323	0.187
ENSG00000108298	RPL19	-2.818	0.186
ENSG00000113575	PPP2CA	-3.204	0.186
ENSG00000132002	DNAJB1	-3.637	0.186
ENSG00000138107	ACTR1A	-3.173	0.186
ENSG00000141349	G6PC3	-2.344	0.186
ENSG00000123091	RNF11	-1.910	0.185
ENSG00000089693	MLF2	-3.069	0.185
ENSG00000163605	PPP4R2	-2.132	0.185
ENSG00000148296	SURF6	-2.408	0.184
ENSG00000172009	THOP1	-2.293	0.184
ENSG00000132676	DAP3	-3.047	0.184
ENSG00000065613	SLK	-2.836	0.183
ENSG00000155876	RRAGA	-2.851	0.183
ENSG00000180901	KCTD2	-1.569	0.182
ENSG00000128581	IFT22	-1.572	0.182
ENSG00000075856	SART3	-2.097	0.182
ENSG00000158092	NCK1	-2.469	0.181
ENSG00000171634	BPTF	-1.876	0.181
ENSG00000180921	FAM83H	-2.008	0.181
ENSG00000166508	MCM7	-2.624	0.181
ENSG00000033050	ABCF2	-2.831	0.181
ENSG00000153147	SMARCA5	-3.185	0.180
ENSG00000140259	MFAP1	-2.471	0.180
ENSG00000118246	FASTKD2	-2.244	0.180
ENSG00000126012	KDM5C	-2.112	0.180
ENSG00000125485	DDX31	-1.921	0.180
ENSG00000142534	RPS11	-2.482	0.180
ENSG00000170242	USP47	-3.537	0.180
ENSG00000183258	DDX41	-3.134	0.179
ENSG00000130489	SCO2	-1.589	0.179
ENSG00000136731	UGGT1	-2.007	0.179
ENSG00000145194	ECE2	-1.815	0.179
ENSG00000182004	SNRPE	-2.154	0.179
ENSG00000168036	CTNNB1	-3.409	0.178
ENSG00000145337	PYURF	-2.180	0.178
ENSG00000108671	PSMD11	-2.522	0.178
ENSG00000100461	RBM23	-2.688	0.178
ENSG00000116133	DHCR24	-2.294	0.178
ENSG00000155368	DBI	-2.456	0.178
ENSG00000145494	NDUFS6	-1.591	0.177
ENSG00000113269	RNF130	-3.136	0.177
ENSG00000127540	UQCR11	-2.177	0.177
ENSG00000065485	PDIA5	-2.245	0.177
ENSG00000168118	RAB4A	-2.709	0.177
ENSG00000123472	ATPAF1	-1.868	0.177
ENSG00000069011	PITX1	-1.765	0.176
ENSG00000197045	GMFB	-2.120	0.176
ENSG00000198408	MGEA5	-2.891	0.176
ENSG00000143641	GALNT2	-2.430	0.176
ENSG00000145779	TNFAIP8	-1.626	0.176
ENSG00000181163	NPM1	-2.394	0.176
ENSG00000134900	TPP2	-2.070	0.176
ENSG00000143222	UFC1	-2.583	0.175
ENSG00000000419	DPM1	-2.187	0.175
ENSG00000100764	PSMC1	-3.365	0.175
ENSG00000105193	RPS16	-2.236	0.175
ENSG00000169718	DUS1L	-2.559	0.175
ENSG00000124688	MAD2L1BP	-1.941	0.175
ENSG00000167747	C19orf48	-2.433	0.174
ENSG00000115233	PSMD14	-2.711	0.174
ENSG00000117984	CTSD	-1.786	0.174
ENSG00000196230	TUBB	-2.878	0.174
ENSG00000099783	HNRNPM	-2.183	0.174
ENSG00000100129	EIF3L	-2.532	0.173
ENSG00000070761	CFAP20	-1.779	0.173
ENSG00000125912	NCLN	-2.266	0.173
ENSG00000174953	DHX36	-2.210	0.173
ENSG00000232956	SNHG15	-2.213	0.173
ENSG00000175756	AURKAIP1	-2.287	0.172
ENSG00000117593	DARS2	-1.952	0.172
ENSG00000143748	NVL	-2.067	0.172
ENSG00000126088	UROD	-2.877	0.171
ENSG00000161217	PCYT1A	-2.428	0.171
ENSG00000125848	FLRT3	-2.191	0.171
ENSG00000163468	CCT3	-3.503	0.171
ENSG00000039123	SKIV2L2	-2.283	0.171
ENSG00000152795	HNRNPDL	-3.201	0.171
ENSG00000198952	SMG5	-1.629	0.170
ENSG00000140990	NDUFB10	-2.752	0.170
ENSG00000131148	EMC8	-1.939	0.170
ENSG00000163399	ATP1A1	-2.371	0.170
ENSG00000174748	RPL15	-2.328	0.170
ENSG00000130560	UBAC1	-2.807	0.169
ENSG00000165934	CPSF2	-2.653	0.169
